Document ID,consent,group,initial_answers,initial_quiz_time,initial_selected_options,retry_answers,retry_quiz_time,retry_selected_options,subgroup,user_id,participantID,age,education,gender,income,initial_list,1Q1,1Q2,1Q3,1Q4,1Q5,1Q6,1Q7,retry_list,2Q1,2Q2,2Q3,2Q4,2Q5,2Q6,2Q7,1Q_acc,2Q_acc
KZ-FFDZ-7ZBY,FALSE,3,"[true, true, true, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]","[false, false, false, true, true, false]",,"[""All of the above"", ""By reporting the childâ€™s profile to moderators"", ""Automatically masks it before storing"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising""]",,"""KZ-FFDZ-7ZBY""",pa39ebb8f,33,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$25,000 to $39,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,"[False, False, False, True, True, False]",0,0,0,1,1,0,,0.666666667,0.333333333
KZ-9U6N-R646,TRUE,1,"[true, false, true, false, false, false]",,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-9U6N-R646""",pc82e51f8,40,"""completedBachelorsDegree""","""male""","""$85,000 to $114,999""","[True, False, True, False, False, False]",1,0,1,0,0,0,,,,,,,,,,0.333333333,
KZ-VDJF-XEB2,FALSE,2,"[false, false, false, false, false, false, false]",,"[""All of the above"", ""By disabling the app from their phone"", ""Requests approval from the app store"", ""By a vote from the KidsZone moderation team"", ""For users aged 13â€“17 if they are not in school"", ""Only if the child wins a prize"", ""Yes, but only if I am notified and consent.""]","[true, true, true, false, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","""A""","""KZ-VDJF-XEB2""",pb6bc31d2,47,"""completedAssociateDegreeOnly""","""female""","""$150,000 to $199,999""","[False, False, False, False, False, False, False]",0,0,0,0,0,0,0,"[True, True, True, False, False, False, False]",1,1,1,0,0,0,0,0,0.428571429
KZ-GGNS-WCBE,TRUE,1,"[true, true, true, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-GGNS-WCBE""",pb303d503,44,"""completedBachelorsDegree""","""male""","""$60,000 to $84,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,,,,,,,,,0.666666667,
KZ-6AVD-ES9N,TRUE,1,"[false, false, false, true, true, false]",,"[""Physical home address"", ""By reporting the childâ€™s profile to moderators"", ""Automatically masks it before storing"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-6AVD-ES9N""",pbf2c19d9,31,"""completedAssociateDegreeOnly""","""female""","""Less than $9,999""","[False, False, False, True, True, False]",0,0,0,1,1,0,,,,,,,,,,0.333333333,
KZ-R8YW-AMHH,TRUE,0,"[true, true, true, false, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-R8YW-AMHH""",pcccce73e,37,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$60,000 to $84,999""","[True, True, True, False, True, True]",1,1,1,0,1,1,,,,,,,,,,0.833333333,
KZ-WBP2-SW4N,TRUE,1,"[false, false, true, false, false, false]",,"[""All of the above"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-WBP2-SW4N""",pb6bd1565,30,"""completedOnlyHighSchoolOrTheEquivalent""","""male""","""Less than $9,999""","[False, False, True, False, False, False]",0,0,1,0,0,0,,,,,,,,,,0.166666667,
KZ-UYLQ-39YC,TRUE,0,"[true, true, true, false, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-UYLQ-39YC""",pa31674aa,32,"""completedMastersDegree""","""male""","""$115,000 to $149,999""","[True, True, True, False, True, False]",1,1,1,0,1,0,,,,,,,,,,0.666666667,
KZ-VZ57-VF8S,TRUE,1,"[true, true, true, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-VZ57-VF8S""",pd5aface0,29,"""completedBachelorsDegree""","""male""","""$115,000 to $149,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,,,,,,,,,0.666666667,
KZ-ZQZW-FANW,TRUE,1,"[true, true, true, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-ZQZW-FANW""",pd739966e,30,"""completedMastersDegree""","""female""","""$200,000 or more""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-9RKG-5D3V,TRUE,0,"[true, false, false, false, false, false]",,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Only collects it from children over the age of 10"", ""By suspending the childâ€™s account until further notice"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-9RKG-5D3V""",pa213acae,35,"""completedOnlyHighSchoolOrTheEquivalent""","""male""","""$60,000 to $84,999""","[True, False, False, False, False, False]",1,0,0,0,0,0,,,,,,,,,,0.166666667,
KZ-D94A-JUMZ,FALSE,2,"[false, true, true, false, false, false, true]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, and this may occur without my consent.""]","[true, true, false, false, false, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Only collects it from children over the age of 10"", ""By suspending the childâ€™s account until further notice"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety"", ""No, only anonymized data will be used to train AI models.""]","""A""","""KZ-D94A-JUMZ""",pa11279de,45,"""completedMastersDegree""","""male""","""$150,000 to $199,999""","[False, True, True, False, False, False, True]",0,1,1,0,0,0,1,"[True, True, False, False, False, True, False]",1,1,0,0,0,1,0,0.428571429,0.428571429
KZ-W2B2-4VZE,TRUE,0,"[true, true, true, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-W2B2-4VZE""",pfea65f50,35,"""completedDoctorateDegree""","""male""","""$115,000 to $149,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-59V4-DQMT,TRUE,0,"[true, false, true, false, false, false]",,"[""Web browser type or IP address"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-59V4-DQMT""",pba3b6315,31,"""completedBachelorsDegree""","""female""","""$200,000 or more""","[True, False, True, False, False, False]",1,0,1,0,0,0,,,,,,,,,,0.333333333,
KZ-XX9J-TVLN,TRUE,0,"[true, true, true, false, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-XX9J-TVLN""",pa3473556,27,"""completedBachelorsDegree""","""female""","""$60,000 to $84,999""","[True, True, True, False, True, True]",1,1,1,0,1,1,,,,,,,,,,0.833333333,
KZ-7EGK-HSCL,TRUE,1,"[false, true, true, false, true, false]",,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-7EGK-HSCL""",,,,,,"[False, True, True, False, True, False]",0,1,1,0,1,0,,,,,,,,,,0.5,
KZ-TBZ4-BT32,TRUE,1,"[true, true, true, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-TBZ4-BT32""",pd86e0d7e,35,"""completedMastersDegree""","""male""","""$25,000 to $39,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-ZCV3-B2ZW,TRUE,0,"[false, true, true, false, true, true]",,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-ZCV3-B2ZW""",pc24ea1fa,50,"""completedBachelorsDegree""","""male""","""$115,000 to $149,999""","[False, True, True, False, True, True]",0,1,1,0,1,1,,,,,,,,,,0.666666667,
KZ-4FTH-8E7Q,FALSE,2,"[true, true, true, false, true, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, true, true, false, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""Only if the website knows the user is under 10 years old"", ""Only if the child wins a prize"", ""No, only anonymized data will be used to train AI models.""]","""A""","""KZ-4FTH-8E7Q""",pf6192d5a,44,"""completedMastersDegree""","""male""","""$115,000 to $149,999""","[True, True, True, False, True, True, False]",1,1,1,0,1,1,0,"[True, True, True, False, False, False, False]",1,1,1,0,0,0,0,0.714285714,0.428571429
KZ-VL9K-N63X,TRUE,1,"[false, true, false, false, false, true]",,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Only collects it from children over the age of 10"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-VL9K-N63X""",pf4b727c5,35,"""completedBachelorsDegree""","""female""","""$60,000 to $84,999""","[False, True, False, False, False, True]",0,1,0,0,0,1,,,,,,,,,,0.333333333,
KZ-EX9H-XEDX,TRUE,2,"[false, true, true, false, false, true, false]",,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","[true, true, true, false, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-EX9H-XEDX""",pc7d2e7dd,19,"""completedAssociateDegreeOnly""","""female""","""$40,000 to $59,999""","[False, True, True, False, False, True, False]",0,1,1,0,0,1,0,"[True, True, True, False, True, True, True]",1,1,1,0,1,1,1,0.428571429,0.857142857
KZ-LMLE-2Y6J,FALSE,2,"[false, true, false, false, false, true, false]",,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[false, false, true, true, true, false, true]",,"[""Physical home address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, and this may occur without my consent.""]","""A""","""KZ-LMLE-2Y6J""",pdfcc37f7,35,"""completedBachelorsDegree""","""female""","""$150,000 to $199,999""","[False, True, False, False, False, True, False]",0,1,0,0,0,1,0,"[False, False, True, True, True, False, True]",0,0,1,1,1,0,1,0.285714286,0.571428571
KZ-Z684-EFMT,TRUE,0,"[true, false, false, false, false, false]",,"[""Web browser type or IP address"", ""By disabling the app from their phone"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-Z684-EFMT""",pfec4f310,42,"""completedBachelorsDegree""","""female""","""$40,000 to $59,999""","[True, False, False, False, False, False]",1,0,0,0,0,0,,,,,,,,,,0.166666667,
KZ-D3ZD-Y9X9,TRUE,0,"[true, false, false, false, true, false]",,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Requests approval from the app store"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising""]",,,,,"""KZ-D3ZD-Y9X9""",pad4abec6,36,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$10,000 to $24,999""","[True, False, False, False, True, False]",1,0,0,0,1,0,,,,,,,,,,0.333333333,
KZ-YAV5-NTB2,TRUE,0,"[true, true, true, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-YAV5-NTB2""",paeccb5e9,38,"""completedTradeTechicalVocationalTraing""","""male""","""$25,000 to $39,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,,,,,,,,,0.666666667,
KZ-B9ZK-59FM,TRUE,0,"[false, true, true, true, false, false]",,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-B9ZK-59FM""",pcc9b77b2,31,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$25,000 to $39,999""","[False, True, True, True, False, False]",0,1,1,1,0,0,,,,,,,,,,0.5,
KZ-KJYY-GXK8,FALSE,2,"[true, false, true, true, false, true, false]",,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, false, true, true, true, true, false]",,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","""A""","""KZ-KJYY-GXK8""",pd4bc0ca0,46,"""completedBachelorsDegree""","""male""","""$85,000 to $114,999""","[True, False, True, True, False, True, False]",1,0,1,1,0,1,0,"[True, False, True, True, True, True, False]",1,0,1,1,1,1,0,0.571428571,0.714285714
KZ-XU4E-2NJQ,TRUE,0,"[true, true, true, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-XU4E-2NJQ""",pf35a572d,35,"""completedTradeTechicalVocationalTraing""","""male""","""$115,000 to $149,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,,,,,,,,,0.666666667,
KZ-HFHT-4NY4,FALSE,2,"[true, true, true, false, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, and this may occur without my consent.""]","[true, true, true, false, false, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""No, only anonymized data will be used to train AI models.""]","""A""","""KZ-HFHT-4NY4""",pa454a71f,30,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$40,000 to $59,999""","[True, True, True, False, False, False, True]",1,1,1,0,0,0,1,"[True, True, True, False, False, True, False]",1,1,1,0,0,1,0,0.571428571,0.571428571
KZ-TF97-BV96,FALSE,2,"[false, true, true, false, false, false, true]",,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[false, true, false, true, false, false, false]",,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""A binding decision is made outside of court by a third party"", ""For users aged 13â€“17 if they are not in school"", ""When a third-party company requests it for advertising"", ""No, only anonymized data will be used to train AI models.""]","""B""","""KZ-TF97-BV96""",pd31e206c,25,"""completedBachelorsDegree""","""male""","""$85,000 to $114,999""","[False, True, True, False, False, False, True]",0,1,1,0,0,0,1,"[False, True, False, True, False, False, False]",0,1,0,1,0,0,0,0.428571429,0.285714286
KZ-ZRQA-ZYKA,TRUE,0,"[true, false, false, false, false, false]",,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Requests approval from the app store"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-ZRQA-ZYKA""",pf753397e,40,"""completedTradeTechicalVocationalTraing""","""male""","""$60,000 to $84,999""","[True, False, False, False, False, False]",1,0,0,0,0,0,,,,,,,,,,0.166666667,
KZ-AWSV-FAKU,TRUE,1,"[false, true, true, false, true, false]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-AWSV-FAKU""",pfb84a234,35,"""completedOnlyHighSchoolOrTheEquivalent""","""male""","""$40,000 to $59,999""","[False, True, True, False, True, False]",0,1,1,0,1,0,,,,,,,,,,0.5,
KZ-STR7-LT4L,TRUE,0,"[true, true, false, false, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-STR7-LT4L""",pbf817560,32,"""completedMastersDegree""","""female""","""$150,000 to $199,999""","[True, True, False, False, True, False]",1,1,0,0,1,0,,,,,,,,,,0.5,
KZ-5L9A-R6KC,TRUE,1,"[false, true, true, false, false, true]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-5L9A-R6KC""",pdb1b7d11,50,"""completedBachelorsDegree""","""male""","""$85,000 to $114,999""","[False, True, True, False, False, True]",0,1,1,0,0,1,,,,,,,,,,0.5,
KZ-54ND-AXD3,TRUE,0,"[false, false, false, false, false, false]",,"[""Social Security Number"", ""By reporting the childâ€™s profile to moderators"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""Only if the child wins a prize""]",,,,,"""KZ-54ND-AXD3""",,,,,,"[False, False, False, False, False, False]",0,0,0,0,0,0,,,,,,,,,,0,
KZ-2NAD-T7JL,TRUE,2,"[true, true, true, true, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""Only if the child wins a prize"", ""No, none of my childâ€™s data will be used to train AI models.""]","[true, true, true, true, false, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-2NAD-T7JL""",pfd45d06b,39,"""completedOnlyHighSchoolOrTheEquivalent""","""male""","""$115,000 to $149,999""","[True, True, True, True, False, False, False]",1,1,1,1,0,0,0,"[True, True, True, True, False, True, True]",1,1,1,1,0,1,1,0.571428571,0.857142857
KZ-JEY2-V96P,TRUE,0,"[true, false, false, false, true, false]",,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-JEY2-V96P""",pc600be96,39,"""completedBachelorsDegree""","""male""","""$85,000 to $114,999""","[True, False, False, False, True, False]",1,0,0,0,1,0,,,,,,,,,,0.333333333,
KZ-7G35-QHHR,FALSE,2,"[false, true, true, false, false, false, false]",,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""Only if the website knows the user is under 10 years old"", ""When a third-party company requests it for advertising"", ""No, only anonymized data will be used to train AI models.""]","[false, false, true, false, false, true, false]",,"[""None of the above"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","""A""","""KZ-7G35-QHHR""",pb8316816,38,"""completedMastersDegree""","""female""","""$200,000 or more""","[False, True, True, False, False, False, False]",0,1,1,0,0,0,0,"[False, False, True, False, False, True, False]",0,0,1,0,0,1,0,0.285714286,0.285714286
KZ-T2TN-TU72,TRUE,1,"[false, true, true, false, false, false]",,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-T2TN-TU72""",pd0211307,35,"""completedAssociateDegreeOnly""","""male""","""$115,000 to $149,999""","[False, True, True, False, False, False]",0,1,1,0,0,0,,,,,,,,,,0.333333333,
KZ-RH6J-8ZDT,TRUE,0,"[true, false, true, true, false, true]",,"[""Web browser type or IP address"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-RH6J-8ZDT""",pa0da0161,33,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$85,000 to $114,999""","[True, False, True, True, False, True]",1,0,1,1,0,1,,,,,,,,,,0.666666667,
KZ-4A69-XJXD,TRUE,0,"[false, false, true, false, true, false]",,"[""Physical home address"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""Only if the child wins a prize""]",,,,,"""KZ-4A69-XJXD""",pdf97aeb5,44,"""completedBachelorsDegree""","""female""","""$40,000 to $59,999""","[False, False, True, False, True, False]",0,0,1,0,1,0,,,,,,,,,,0.333333333,
KZ-RG6B-57A6,TRUE,2,"[true, true, false, false, true, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","[true, true, true, true, true, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""A""","""KZ-RG6B-57A6""",pa62a08db,40,"""completedAssociateDegreeOnly""","""female""","""$25,000 to $39,999""","[True, True, False, False, True, True, False]",1,1,0,0,1,1,0,"[True, True, True, True, True, True, False]",1,1,1,1,1,1,0,0.571428571,0.857142857
KZ-BABU-ZKD9,FALSE,2,"[false, true, true, false, false, false, true]",,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a third-party company requests it for advertising"", ""Yes, and this may occur without my consent.""]","[false, true, true, false, false, true, false]",,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""A""","""KZ-BABU-ZKD9""",pb48d65b5,31,"""completedMastersDegree""","""male""","""$40,000 to $59,999""","[False, True, True, False, False, False, True]",0,1,1,0,0,0,1,"[False, True, True, False, False, True, False]",0,1,1,0,0,1,0,0.428571429,0.428571429
